mass,x,y,vx,vy
1e+14,6.88956,-7.09891,-58.3778,43.6169
1e+14,-3.71427,-5.6957,86.4911,55.6175
1e+14,4.81767,-9.38221,-75.853,-61.9832
1e+14,-4.29033,-7.50552,-67.7719,-42.5325
1e+14,-5.6296,3.35717,-52.5216,69.3249
1e+14,-6.91985,-1.98998,39.3721,-73.1998
1e+14,-4.20208,-4.28677,-55.3847,-49.9936
1e+14,-9.03405,4.70499,-76.7105,-72.9274
1e+14,0.0616875,-3.23186,-32.4868,-5.33108
1e+14,0.423551,-1.37769,20.6378,59.773
1e+14,-0.26203,-3.92796,52.1595,44.1124
1e+14,4.13667,5.00965,28.2211,-87.6753
1e+14,-6.23367,-9.2695,-27.605,42.7523
1e+14,-1.92734,7.1453,75.8031,21.835
1e+14,-7.54144,-8.92241,-90.0499,-67.9762
1e+14,6.94254,3.20131,11.3493,-51.6172
1e+14,0.844879,-0.108365,44.1526,72.8392
1e+14,5.40481,-1.37758,-12.8496,37.4519
1e+14,-6.14951,5.27021,69.4604,21.5469
1e+14,3.81953,-5.15604,-36.5239,-56.498
1e+14,-9.26442,-7.08629,25.0297,74.868
1e+14,-3.6983,2.67004,7.79717,46.9425
1e+14,-9.67768,7.22262,-47.2214,-50.3657
1e+14,6.11921,5.49283,-94.1555,-71.8593
1e+14,-9.39637,-4.78256,-19.3192,-98.4051
1e+14,0.927597,-9.87893,-4.6713,89.38
1e+14,-7.8881,4.72823,48.0482,-53.3991
1e+14,2.54398,-3.38949,74.2943,64.5222
1e+14,2.04378,9.75459,-70.8098,-99.4692
1e+14,5.47248,-3.97212,54.7585,-73.6446
1e+14,-8.34208,-5.39341,5.43111,80.6876
1e+14,5.23553,-6.42544,-69.9924,37.2019
1e+14,0.14658,3.56769,76.0077,60.582
1e+14,-7.57092,-4.45696,21.4546,-12.3089
1e+14,6.01667,2.14198,-80.8989,-68.5393
1e+14,8.85435,-4.92624,1.94527,94.2279
1e+14,8.00263,0.148659,46.218,-14.632
1e+14,5.81528,-2.55502,-14.9556,42.0098
1e+14,-0.62804,4.53547,-21.6449,13.3869
1e+14,-4.97334,-6.84907,77.117,-94.1185
1e+14,-9.79359,-0.928329,77.5949,-61.6825
1e+14,3.99763,8.22672,-24.2381,30.5373
1e+14,1.29287,9.2757,64.8524,-25.1197
1e+14,0.0211926,-3.80401,-33.8863,72.3627
1e+14,7.81264,7.0116,59.5993,85.4928
1e+14,-2.13512,-4.98161,39.8633,-17.8391
1e+14,8.5563,5.81222,-58.59,77.6632
1e+14,8.81213,5.40144,59.2024,14.3802
1e+14,-6.70181,2.74046,20.8332,-57.123
1e+14,-4.42536,2.90922,-11.5096,-42.2707
1e+14,-0.551355,-6.63118,-46.6515,-72.2202
1e+14,8.2196,6.75901,96.7964,56.3029
1e+14,-8.71244,9.96688,-12.8743,21.95
1e+14,-0.469721,5.40272,-66.0434,8.91267
1e+14,-0.765019,2.31457,35.6576,97.3161
1e+14,7.40079,5.09326,9.83665,-75.3571
1e+14,6.63111,8.98018,24.533,-73.8581
1e+14,-6.0076,-9.77431,98.3887,19.2503
1e+14,1.239,3.8878,32.3394,-72.0764
1e+14,9.73772,1.92837,22.9723,95.7397
1e+14,-8.17568,-8.60419,-98.5982,59.9464
1e+14,8.84199,7.24843,92.983,-34.9683
1e+14,3.07447,-7.4572,44.2655,-29.9143
1e+14,-7.3088,1.03619,67.9109,-20.6029
1e+14,-2.68012,-4.74787,-46.6976,-45.7801
1e+14,-8.75725,-3.16854,26.027,36.0036
1e+14,8.01022,7.76293,62.7375,29.3378
1e+14,8.09838,9.53271,-84.1419,27.9099
1e+14,-9.79149,-5.6458,-37.3917,-42.0359
1e+14,-7.82363,8.17573,-90.2881,-72.5697
1e+14,-7.94513,6.16063,95.3068,21.4506
1e+14,-7.86691,0.930717,17.3713,-40.3807
1e+14,1.03622,-4.18108,25.6573,21.5393
1e+14,-6.63363,8.589,86.4148,-26.838
1e+14,5.14438,1.54133,-45.8805,87.0858
1e+14,0.121203,-2.93797,51.582,-61.2006
1e+14,4.01278,2.82837,14.7357,62.4288
1e+14,7.98351,-1.20457,-35.2885,-93.1826
1e+14,4.63046,4.19132,-51.6881,78.7795
1e+14,-3.13936,-3.26303,35.7793,-56.5735
1e+14,-7.42368,-9.86935,-16.9735,-74.3425
1e+14,-9.236,-9.40634,58.3816,19.891
1e+14,0.335606,0.519971,75.8694,-62.5928
1e+14,1.07967,5.97801,-8.51546,80.598
1e+14,-1.82487,9.48389,-76.1353,-6.06998
1e+14,-7.60022,3.10679,-42.2896,39.4671
1e+14,-4.49497,-7.02341,-41.3515,4.88814
1e+14,5.82794,-9.88298,-24.6352,-44.1567
1e+14,-2.84618,4.23612,-32.4781,-58.6915
1e+14,-4.50739,4.23793,-35.3004,-93.6065
1e+14,-3.57062,8.57455,68.8135,-50.85
1e+14,0.517281,-6.06323,-74.982,-22.3713
1e+14,-2.45009,1.2987,-46.9626,-99.698
1e+14,-3.3671,9.12195,72.0705,89.544
1e+14,-2.16802,2.01481,-73.6227,22.5845
1e+14,-0.288278,-5.07143,29.3784,-38.0676
1e+14,-6.79437,7.07551,43.943,-50.3997
1e+14,1.47592,5.7302,-19.4482,-66.757
1e+14,-0.980237,5.15672,73.9984,90.3308
1e+14,-7.54902,3.54988,90.4139,-13.5703
1e+14,-2.67011,3.51923,28.615,-67.5687
1e+14,-1.7479,3.09116,76.7854,-68.6034
1e+14,-6.99982,-5.92565,-68.4101,31.2328
1e+14,-9.51383,1.09343,75.424,51.2706
1e+14,-5.04078,-0.465156,-26.7139,20.191
1e+14,1.61986,4.97629,21.2869,-30.9742
1e+14,-4.69975,-8.7701,-34.1811,-82.5398
1e+14,2.9009,-4.577,9.9381,29.5251
1e+14,-5.86658,0.431763,-56.299,-17.8413
1e+14,-4.20715,-9.54864,-33.6452,-74.4358
1e+14,-6.12825,2.52252,-40.1188,-76.8169
1e+14,5.64047,-0.550402,-40.3719,69.4982
1e+14,4.9713,-7.432,94.1068,53.1475
1e+14,-9.51426,-6.12498,-95.7912,37.3597
1e+14,-7.23046,-2.34357,-26.0415,-78.8167
1e+14,-8.8858,-3.68474,-83.0804,67.1215
1e+14,7.19196,-4.72812,-93.699,1.09906
1e+14,9.81858,0.923079,-55.5517,-57.8272
1e+14,4.20091,4.7678,-58.2101,62.9287
1e+14,-4.39497,-6.1951,-75.7258,76.1918
1e+14,-8.66556,-2.00429,-9.62025,-87.3973
1e+14,-4.85549,-6.19552,-61.4626,-1.58556
1e+14,7.97985,-2.63593,-80.596,22.7096
1e+14,-8.67704,4.97005,-20.9852,-98.6545
1e+14,-2.38418,9.04457,-83.8413,79.7749
1e+14,8.03537,-9.54128,-79.516,-26.2105
1e+14,5.63046,-8.84379,-3.37559,66.4638
1e+14,-3.1025,-3.78962,23.6788,-30.5843
1e+14,4.51033,5.12768,78.3278,54.7656
1e+14,5.14274,-5.94785,8.71137,12.1528
1e+14,6.57084,-3.92732,-55.3812,8.58366
1e+14,-6.84145,-4.28156,-63.9331,76.7378
1e+14,0.306582,-7.26695,-1.62691,56.548
1e+14,-3.7346,-7.48232,44.4162,-96.9975
1e+14,1.52242,7.35001,46.2265,-71.2075
1e+14,6.04096,-9.53223,-84.368,27.8491
1e+14,-1.1208,2.77264,-82.6166,63.461
1e+14,-8.81503,5.87408,-2.33173,10.6213
1e+14,-2.25151,-1.07507,57.398,87.7002
1e+14,9.93485,-4.95711,-86.7618,-4.992
1e+14,0.432099,2.2952,57.9675,60.0824
1e+14,7.88076,-8.05647,-45.767,-6.6235
1e+14,-9.66883,-4.04835,-51.565,-53.4359
1e+14,0.593224,-9.68962,-5.35551,-9.97169
1e+14,-9.44019,-1.19053,64.822,62.8729
1e+14,-8.4925,6.55314,-92.4369,13.4774
1e+14,-7.88804,5.7405,-13.27,-28.8141
1e+14,4.35204,4.725,5.26949,-35.554
1e+14,6.40626,9.95173,-68.9982,-51.9626
1e+14,6.78605,-6.91426,-13.4499,-52.0576
1e+14,3.08092,1.06793,-79.0011,27.9664
1e+14,-9.38947,-8.78951,86.8416,-52.9954
1e+14,2.80281,6.79331,-52.1662,42.9719
1e+14,-9.69234,0.899858,-48.8645,-64.9192
1e+14,8.71112,7.81218,39.0159,-59.5771
1e+14,2.66916,0.546126,-7.4527,-57.4626
1e+14,0.906298,-7.84188,-12.4595,-6.87755
1e+14,4.85898,4.85744,15.5846,-69.0279
1e+14,7.39197,-3.15742,-9.72395,-30.2687
1e+14,4.85315,6.89619,-68.3709,90.2272
1e+14,6.24771,5.22999,42.1022,11.6417
1e+14,-2.61224,-3.94232,4.40295,0.295937
1e+14,5.01348,1.56646,14.7645,-53.0939
1e+14,-4.58618,0.0240765,75.558,-96.3316
1e+14,-7.24194,4.77165,46.6532,-99.9508
1e+14,9.28788,1.36562,-28.6573,-42.5601
1e+14,6.81238,-4.29817,-79.9655,20.2099
1e+14,-6.37922,4.48547,6.77918,-62.335
1e+14,-1.91393,-7.37747,72.2899,-24.3362
1e+14,-4.75973,3.22141,67.7915,-28.015
1e+14,-1.29637,-8.10432,21.5549,74.0874
1e+14,-4.64082,1.65521,-93.3426,-8.73722
1e+14,-3.80722,-7.89128,-8.54987,-97.5688
1e+14,-5.29713,-8.85482,-87.711,40.48
1e+14,3.40645,-7.8105,-30.1564,-39.0769
1e+14,-3.19573,9.42463,89.6951,-95.2836
1e+14,-3.90684,-2.32968,-2.6577,-67.9859
1e+14,-1.31693,6.40515,50.6991,98.9342
1e+14,-8.69751,0.964649,-86.9992,4.29065
1e+14,7.00817,6.26498,-71.3911,-70.5379
1e+14,0.219426,7.90095,-45.4053,72.6841
1e+14,-4.40222,-8.10394,-87.8305,32.2101
1e+14,4.99751,-6.77595,-29.9584,89.5014
1e+14,-3.31344,-8.93438,-33.2475,9.08949
1e+14,5.36539,-3.92341,-1.97945,-68.6944
1e+14,0.91544,5.78208,-8.01134,-46.4682
1e+14,-2.52849,3.61595,-5.67318,50.7868
1e+14,-3.50333,-0.421329,-67.2478,-33.143
1e+14,-0.791201,2.29433,-12.8881,-10.2819
1e+14,1.93669,9.91303,8.59206,6.67693
1e+14,5.00486,-3.39997,82.914,-64.9342
1e+14,1.57722,8.38359,-32.1717,89.9277
1e+14,3.80316,-0.280308,30.6962,-89.5319
1e+14,-6.67699,-0.166656,88.6748,-42.0698
1e+14,5.47727,-3.53254,-9.76868,17.7816
1e+14,6.88683,6.92806,85.604,-53.1761
1e+14,-9.6272,-4.38033,-1.02979,92.2654
1e+14,-7.99298,2.01434,-1.20897,80.8068
1e+14,1.61018,2.33558,-50.111,-14.7667
1e+14,-8.12927,-8.66283,-59.7805,68.7284
1e+14,-6.24411,-4.70226,38.6762,31.3761
1e+14,0.175514,9.85836,91.364,-44.767
1e+14,-7.48887,-5.43708,94.5796,-0.968338
1e+14,-2.68719,-3.61101,-9.43317,56.701
1e+14,-6.80884,3.75791,98.1452,-73.4258
1e+14,-3.45451,0.01336,-7.47791,-81.1587
1e+14,1.55927,6.71932,45.3486,-26.8093
1e+14,-2.07178,-0.339465,-83.5925,61.4494
1e+14,4.35721,-8.41107,-53.8586,-1.21119
1e+14,9.18246,9.58769,-47.7375,76.0214
1e+14,4.8148,2.37856,3.88966,-26.5575
1e+14,3.06454,5.72859,-36.1121,63.3445
1e+14,9.49234,-2.31356,3.90252,-10.2758
1e+14,-3.22404,-6.4745,-39.7164,85.9504
1e+14,-6.68973,5.67759,30.3532,-54.1005
1e+14,-3.1966,-5.24606,31.7257,13.2902
1e+14,7.24786,-5.17155,95.196,-40.8715
1e+14,-6.80599,-8.29352,16.9595,38.1943
1e+14,-5.07528,-0.195946,-92.2722,-18.8523
1e+14,-6.59824,3.32154,67.4826,-19.5791
1e+14,3.10835,2.09211,50.5545,69.6276
1e+14,-6.22032,-4.86354,20.3217,-52.7555
1e+14,0.824306,-5.89035,-15.28,-10.7688
1e+14,1.21721,-2.32007,8.82151,63.0578
1e+14,3.74382,2.42831,66.2182,-70.8373
1e+14,6.27039,6.45024,-73.8526,-40.4675
1e+14,-3.10829,-0.982797,92.7017,37.0422
1e+14,-4.70998,-0.708228,21.3392,47.7392
1e+14,1.46066,9.36291,-31.9693,91.8079
1e+14,0.859365,3.34823,24.8892,-87.2132
1e+14,-4.03842,6.28539,-63.7087,47.3588
1e+14,7.94836,8.01178,-14.7383,93.8109
1e+14,3.17705,-3.32214,-61.0592,-21.5487
1e+14,-8.8163,4.45707,47.5102,-96.703
1e+14,-7.51052,-9.27559,99.5179,-3.06272
1e+14,3.05985,6.84239,51.3125,9.67636
1e+14,7.14161,9.00626,-0.0684814,49.0314
1e+14,-7.2923,-1.76899,81.5139,5.04118
1e+14,-4.78865,-2.76717,86.0297,-99.4019
1e+14,2.51667,-2.30884,-77.9838,-73.5988
1e+14,8.2411,8.24946,-46.5624,25.2444
1e+14,1.32794,-1.31308,86.708,-98.1131
1e+14,-7.41253,-2.3533,-89.1805,-56.8022
1e+14,7.77283,-2.12622,81.0394,28.1834
1e+14,-6.90329,-3.65846,45.9095,1.63807
1e+14,8.03456,-3.19251,-77.1739,-62.4454
1e+14,0.551353,6.57468,35.601,-54.9292
1e+14,0.326451,6.66153,6.17534,-11.0071
1e+14,7.30919,5.51307,4.02103,-18.5712
1e+14,-9.71649,-4.97252,-18.7837,-97.7627
1e+14,-3.67038,-8.01312,68.236,42.7538
1e+14,9.99825,0.658002,34.3543,-7.25293
1e+14,-4.3826,1.69487,-9.52283,-50.2555
1e+14,4.7127,6.25895,57.3535,-59.1154
1e+14,-4.30885,1.20158,-58.3003,-53.0876
1e+14,0.411163,-9.57883,-49.9102,-40.8518
1e+14,-9.56953,4.98344,85.7611,-12.8456
1e+14,-8.07111,8.78746,-33.1137,58.8873
1e+14,9.34007,-1.50876,-92.1862,25.8876
1e+14,-1.91455,2.23239,23.1856,79.6799
1e+14,0.498132,-7.90764,-1.57632,-93.1514
1e+14,-8.51719,-8.42678,-36.8109,-80.8285
1e+14,8.57195,8.68102,-89.2905,94.3824
1e+14,-3.18988,7.60941,19.0252,-43.5433
1e+14,-3.71481,5.11521,-87.2915,90.9837
1e+14,-5.47522,-2.051,-87.3312,24.8078
1e+14,7.06831,-3.00154,88.6296,-2.78035
1e+14,-2.78037,-9.67501,-68.7514,94.7327
1e+14,1.48915,8.09519,-78.692,23.0508
1e+14,-5.00999,-2.9191,-41.3286,-9.83222
1e+14,6.86876,3.2355,-12.4808,34.5135
1e+14,0.729673,3.60327,-8.65018,16.4936
1e+14,8.46119,7.31339,1.63032,0.83802
1e+14,-6.63161,2.47672,-38.1889,-40.5109
1e+14,-7.3034,-8.28671,61.4235,-55.8263
1e+14,3.61336,9.74151,52.9745,-57.5453
1e+14,5.73885,-7.08088,56.3142,72.2828
1e+14,-1.96136,-4.64048,-83.6459,-36.4622
1e+14,7.50838,-6.58843,75.156,-53.5923
1e+14,-8.94338,8.60286,82.1609,78.6762
1e+14,2.44793,2.38585,82.9387,-49.7516
1e+14,2.54396,-3.69096,-9.59328,-34.3413
1e+14,-5.15931,7.56061,60.8343,41.3607
1e+14,-4.39641,9.53032,-88.3201,4.7692
1e+14,3.73927,5.82146,-38.2724,-44.3126
1e+14,1.18408,0.900284,12.8306,43.7801
1e+14,5.38359,2.00795,-89.3337,-31.1267
1e+14,-7.9847,1.19442,76.6058,-86.1117
1e+14,-2.94176,-2.15325,-53.8641,-93.4152
1e+14,8.98586,5.38444,-96.6717,38.644
1e+14,4.42024,-9.08898,-37.1127,46.6261
1e+14,-7.03031,1.50711,15.7253,94.4089
1e+14,0.105196,8.03997,99.9848,44.6005
1e+14,-3.89193,8.36301,78.5149,0.18808
1e+14,7.97882,0.000486374,-28.0785,84.5291
1e+14,-9.85973,7.57713,81.647,41.6673
1e+14,8.35497,2.03858,87.6509,-52.0805
1e+14,-9.1277,-9.25817,23.8946,-3.30167
1e+14,-7.21847,-0.867308,-20.2197,-33.3713
1e+14,0.709337,1.82745,31.7195,-90.212
1e+14,-1.89687,-0.735605,-61.0687,18.9672
1e+14,0.532985,-2.12096,-33.1481,79.0864
1e+14,-6.00001,-2.13906,-69.9095,30.6384
1e+14,-7.29554,3.79173,88.3658,-35.9536
1e+14,-0.0682888,-7.73854,75.3318,-98.8874
1e+14,1.0099,-6.59227,-16.2337,-40.6491
1e+14,-9.71304,-6.98226,37.2274,80.9367
1e+14,-9.65288,4.10921,92.1863,-25.2928
1e+14,6.00436,-4.69331,34.2245,10.6301
1e+14,3.16788,2.52343,-4.7052,-80.3218
1e+14,-8.73477,-5.26479,-87.5448,34.1948
1e+14,9.93427,5.27793,-53.4948,-87.0293
1e+14,2.6625,8.61308,60.9849,-27.5227
1e+14,8.37352,-6.18204,0.465141,17.7
1e+14,-5.47626,0.48931,-14.8277,-8.85671
1e+14,-6.338,-2.77614,38.4214,-50.7921
1e+14,-8.49994,1.55914,14.5526,-14.2015
1e+14,5.89303,4.12386,44.431,-48.0955
1e+14,-2.5773,3.34295,96.3721,-74.7561
1e+14,9.85792,2.12481,50.2226,91.444
1e+14,8.56231,6.81057,-83.7357,54.3634
1e+14,-6.27342,2.66818,52.9169,-25.5169
1e+14,1.00561,1.34221,41.0778,-5.8541
1e+14,1.52621,-9.01504,-14.9199,40.6268
1e+14,-3.12039,-4.36759,42.7255,87.6283
1e+14,-0.726295,-6.83893,-61.5109,-14.066
1e+14,2.59964,-7.85113,-18.4714,-49.0613
1e+14,5.26847,7.18296,60.3896,-32.2929
1e+14,-6.52664,6.70345,40.442,-91.8942
1e+14,-9.29911,9.89522,48.3732,8.55043
1e+14,-1.66382,-3.84582,90.0524,-88.4998
1e+14,0.640164,-0.749341,33.7643,76.7779
1e+14,0.568411,-6.7163,58.3108,30.3329
1e+14,0.837297,-7.53794,-8.8221,-72.9691
1e+14,7.26482,-0.158508,99.2547,-25.5922
1e+14,4.22127,6.84666,-40.4249,-20.5009
1e+14,4.89621,-9.39867,-81.5953,28.4435
1e+14,9.81168,4.95022,-33.664,8.68079
1e+14,5.64304,2.63504,-17.0403,3.95409
1e+14,8.88024,-9.78199,70.3339,-98.537
1e+14,5.26154,-9.31536,-59.2651,-68.9443
1e+14,1.14563,-5.42164,-32.8592,-64.2821
1e+14,4.99901,-1.65236,-14.7648,48.0663
1e+14,-1.35195,-2.17022,87.5972,46.6583
1e+14,2.5703,-0.945108,50.6527,-80.0603
1e+14,9.79974,4.25894,-44.4202,30.4217
1e+14,-1.34386,-6.32324,0.561287,33.4258
1e+14,8.10018,-0.345003,53.7674,69.345
1e+14,-7.99074,-0.447107,15.3059,46.7258
1e+14,0.275942,-2.23156,54.6671,-9.97187
1e+14,-7.82399,2.20406,-57.5756,-73.8905
1e+14,-7.16879,-5.89686,35.6757,1.72121
1e+14,4.77683,4.18714,-85.0122,-0.211349
1e+14,-4.04399,-7.35947,-68.0773,23.9876
1e+14,1.52485,8.18597,94.297,50.1943
1e+14,3.18031,-8.6069,15.4191,-51.0126
1e+14,-1.533,-5.19877,38.4322,-70.7809
1e+14,-9.23383,6.99911,42.7769,-48.0807
1e+14,-4.36473,1.91221,-59.7622,-23.1834
1e+14,-4.64876,8.31125,-15.4205,26.7837
1e+14,-3.8519,1.12648,72.4894,-70.0326
1e+14,7.0071,8.42774,-72.1674,82.2675
1e+14,1.53076,7.43482,50.5575,-79.3351
1e+14,1.44427,-6.12842,-30.438,28.9531
1e+14,-7.24439,3.48442,-2.68835,16.9529
1e+14,6.38193,1.08138,26.867,-45.7271
1e+14,3.88502,-4.55752,-52.881,28.5261
1e+14,4.49158,9.89858,17.7467,69.0691
1e+14,-2.31385,-8.83824,55.1711,60.5686
1e+14,-4.29954,-2.28825,-42.3239,62.7451
1e+14,-5.98066,3.08149,13.8871,0.270142
1e+14,-8.73454,-1.35192,-94.0754,75.4158
1e+14,-3.34577,7.58594,-17.1692,37.3396
1e+14,7.86634,9.64414,-30.6672,-23.2594
1e+14,-4.2171,3.25241,91.0677,-25.3134
1e+14,3.4324,8.33537,31.8961,77.9339
1e+14,-7.89293,3.51165,-73.7268,74.0954
1e+14,-7.47003,-8.84228,3.40533,33.4221
1e+14,-0.782581,7.16231,77.5474,-60.4277
1e+14,5.95462,-0.658334,-31.132,-34.732
1e+14,-6.15838,-3.89679,-46.1947,6.43413
1e+14,3.28413,-3.62818,66.1299,44.8761
1e+14,1.50984,-4.10519,11.3279,-12.5772
1e+14,-0.818384,5.41719,41.4182,-84.9175
1e+14,8.29944,8.69082,67.5438,7.91831
1e+14,3.81953,-5.13678,66.9643,68.8188
1e+14,-0.985094,3.52112,60.8593,62.759
1e+14,6.3089,-6.26081,-5.80685,4.24008
1e+14,8.08659,-8.60263,-53.7762,-16.2146
1e+14,9.18168,-3.47968,-43.6816,43.297
1e+14,-4.96447,2.23294,-29.9439,-66.3801
1e+14,9.80137,-8.30838,89.9374,-21.7946
1e+14,0.752549,8.08665,10.4962,8.9372
1e+14,-2.44885,2.24488,-76.4171,58.4147
1e+14,9.49997,6.04547,96.8173,8.14512
1e+14,4.20561,3.74354,62.4565,-94.1249
1e+14,4.91327,-2.65771,-23.8318,58.1335
1e+14,1.61507,4.44108,-81.9197,-24.584
1e+14,-4.63328,8.4928,11.7282,-83.6465
1e+14,2.03679,-7.6242,-15.8371,25.6096
1e+14,-4.99509,7.58858,1.44571,97.98
1e+14,-6.32461,2.21335,13.2085,-4.98978
1e+14,-8.79445,-8.35129,-1.95558,-67.4771
1e+14,-9.19503,-0.933788,-0.728302,-40.5957
1e+14,1.90869,-0.65384,58.2641,45.1728
1e+14,9.72985,9.58149,-90.817,39.1323
1e+14,3.80645,-5.04038,-38.4168,-71.3371
1e+14,8.51115,6.8931,62.53,-58.3397
1e+14,-5.15543,-7.22679,-76.2711,-88.5257
1e+14,1.13583,9.91468,-7.35326,13.7569
1e+14,9.68339,8.77938,-39.239,-89.3023
1e+14,-3.44897,-6.83046,-49.3695,47.5853
1e+14,9.86854,0.558825,4.11833,16.8441
1e+14,9.61205,9.67771,-78.1867,-83.7451
1e+14,4.71564,-4.23144,-67.0248,-85.8305
1e+14,-3.5743,6.74545,22.1776,-60.4055
1e+14,-1.38993,-0.51551,-91.7831,1.56995
1e+14,-1.59982,-8.23705,-41.6417,-71.4236
1e+14,-4.64808,-0.208871,-1.40168,41.9202
1e+14,-6.66539,-5.23434,95.0735,99.9544
1e+14,-0.648897,-6.01825,64.9695,-57.8929
1e+14,-8.14637,4.0238,-87.1062,5.83795
1e+14,-3.71814,9.21114,80.1937,14.9082
1e+14,-1.71356,0.261477,-84.1534,34.4013
