mass,x,y,vx,vy
1e+14,79.2572,-88.0899,0,607.27
1e+14,81.0028,-77.858,0,786.518
1e+14,81.5705,-71.1456,0,2548.63
1e+14,80.7703,-81.4632,0,1268.44
1e+14,80.0248,-81.4956,0,4500.66
1e+14,80.9692,-82.555,0,3550.24
1e+14,80.2231,-80.628,0,1958.88
1e+14,81.2853,-89.4118,0,3633.87
1e+14,78.8585,-72.2405,0,1256.67
1e+14,78.3677,-80.9283,0,957.937
1e+14,80.509,-76.0024,0,1894.05
1e+14,81.0809,-82.512,0,4556.68
1e+14,81.546,-83.3886,0,2823.22
1e+14,80.0035,-83.804,0,4309.07
1e+14,81.4249,-72.1874,0,3989.98
1e+14,80.6644,-81.7839,0,4252.9
1e+14,79.1697,-85.859,0,1966.22
1e+14,81.426,-74.1878,0,4441.58
1e+14,80.2397,-71.1879,0,3980.06
1e+14,80.3472,-85.7123,0,3850.36
1e+14,80.4567,-81.151,0,824.548
1e+14,79.2624,-77.0908,0,1443.23
1e+14,78.7963,-80.5514,0,1333.71
1e+14,81.6133,-74.3697,0,842.204
1e+14,81.1265,-81.2874,0,4554.9
1e+14,78.5479,-70.0331,0,3048.75
1e+14,80.1485,-80.4697,0,848.916
1e+14,80.5943,-70.2684,0,3850.68
1e+14,80.3858,-79.0163,0,2308.75
1e+14,81.2335,-74.9067,0,616.074
1e+14,78.769,-73.3689,0,3113.32
1e+14,81.6398,-78.075,0,4745.04
1e+14,78.3709,-76.7661,0,998.099
1e+14,80.2065,-76.1122,0,698.091
1e+14,81.5957,-70.2623,0,3074.31
1e+14,78.3567,-74.0054,0,2982.09
1e+14,78.566,-70.7017,0,456.081
1e+14,81.4737,-72.7516,0,1625.79
1e+14,79.5014,-76.9255,0,3606.64
1e+14,81.1319,-82.0603,0,635.699
1e+14,80.1727,-84.6698,0,672.801
1e+14,79.5533,-84.7479,0,1355.5
1e+14,80.6001,-88.7573,0,3150.68
1e+14,81.0456,-77.0662,0,1707.86
1e+14,81.2938,-88.4142,0,4502.55
1e+14,81.3497,-70.4673,0,3197.75
1e+14,79.2994,-89.7915,0,1565.21
1e+14,78.4952,-87.257,0,1088.55
1e+14,81.3626,-70.4693,0,544.091
1e+14,78.6758,-73.8394,0,3036.27
1e+14,79.327,-87.8669,0,2934.28
1e+14,80.4276,-77.8461,0,2732.68
1e+14,79.3032,-71.3585,0,2759.06
1e+14,78.8944,-71.411,0,1829.05
1e+14,81.4514,-74.8556,0,1352.99
1e+14,80.8597,-86.1201,0,2885.33
1e+14,79.5103,-78.5264,0,2530.3
1e+14,80.6688,-77.1716,0,4060.72
1e+14,78.447,-72.0165,0,1617.79
1e+14,79.1385,-72.1221,0,2198.86
1e+14,80.6986,-76.4221,0,3657.62
1e+14,79.4768,-83.263,0,1085.66
1e+14,78.761,-87.4237,0,2075.66
1e+14,80.973,-78.0109,0,32.6626
1e+14,78.4323,-72.4131,0,191.001
1e+14,80.0559,-79.48,0,935.181
1e+14,81.3433,-78.9203,0,2287.11
1e+14,78.7311,-80.607,0,3994.5
1e+14,81.5807,-84.229,0,2043.78
1e+14,78.7333,-76.8932,0,3486.68
1e+14,80.0815,-84.495,0,1466.21
1e+14,79.5894,-84.4157,0,744.147
1e+14,78.3528,-83.2478,0,3956.98
1e+14,79.5256,-75.7639,0,1032.71
1e+14,78.4399,-84.5074,0,1617.49
1e+14,81.1469,-85.085,0,3559.48
1e+14,81.4291,-87.4982,0,1607.34
1e+14,80.0862,-86.0632,0,1940.72
1e+14,78.3384,-82.4501,0,1325.94
1e+14,81.2012,-71.0456,0,2824.67
1e+14,81.5203,-87.3623,0,1658.22
1e+14,79.6387,-77.9852,0,3064.61
1e+14,79.3655,-80.2883,0,3234.46
1e+14,80.7324,-85.04,0,1232.14
1e+14,81.1793,-81.9448,0,801.408
1e+14,80.246,-74.2698,0,831.074
1e+14,81.5055,-80.9802,0,4349.96
1e+14,81.5069,-81.357,0,3789.18
1e+14,80.5916,-77.1385,0,612.744
1e+14,79.555,-76.4808,0,810.783
1e+14,78.8566,-81.7479,0,4419.63
1e+14,78.8598,-76.8767,0,3272.79
1e+14,79.0124,-72.4576,0,750.046
1e+14,78.4144,-78.9066,0,3781.76
1e+14,80.3365,-85.0408,0,1832.15
1e+14,80.3548,-83.0974,0,2383.71
1e+14,80.8294,-83.4181,0,2904.97
1e+14,79.2167,-88.7701,0,436.504
1e+14,80.4921,-77.0991,0,2748.45
1e+14,79.0617,-81.7841,0,1355.75
1e+14,80.072,-83.3645,0,1033.36
1e+14,79.2988,-89.5486,0,639.106
1e+14,78.7197,-86.1283,0,1497.03
1e+14,79.3271,-73.0502,0,3130.63
1e+14,79.9083,-70.5893,0,3910.12
1e+14,80.8286,-87.432,0,3828.69
1e+14,80.6227,-89.5143,0,105.22
1e+14,79.566,-87.8817,0,968.754
1e+14,79.6094,-88.308,0,692.385
1e+14,78.519,-83.6847,0,4178.04
1e+14,80.0183,-72.808,0,157.525
1e+14,79.0741,-85.7827,0,1317.97
1e+14,80.1538,-85.821,0,4954.65
1e+14,80.7001,-75.2322,0,4073.22
1e+14,81.2699,-84.395,0,606.855
1e+14,79.8397,-88.7397,0,951.226
1e+14,79.666,-86.1463,0,333.611
1e+14,79.1908,-86.1955,0,2460.36
1e+14,80.3785,-72.0201,0,485.1
1e+14,79.6502,-89.8655,0,1841.02
1e+14,80.8283,-88.3841,0,330.74
1e+14,79.6026,-70.9554,0,4494.37
1e+14,79.5632,-71.9646,0,512.099
1e+14,79.9437,-73.3536,0,114.679
1e+14,78.526,-77.6321,0,3907.62
1e+14,79.4829,-83.7896,0,1735.39
1e+14,80.9128,-75.4897,0,4458.19
1e+14,80.1452,-78.7847,0,3781.92
1e+14,79.0087,-85.5381,0,3785.69
1e+14,81.0951,-83.9273,0,2714.59
1e+14,81.279,-86.8415,0,901.673
1e+14,79.9729,-74.3452,0,1429.61
1e+14,78.7888,-75.5584,0,2576.65
1e+14,79.3776,-87.4823,0,75.062
1e+14,78.8132,-78.4776,0,3655.66
1e+14,78.5939,-77.2151,0,4337.5
1e+14,78.4113,-88.2617,0,4010.24
1e+14,79.8132,-77.2274,0,4086.52
1e+14,80.177,-88.815,0,2441.71
1e+14,80.9566,-71.23,0,3968.52
1e+14,79.8208,-88.6762,0,1937.12
1e+14,81.6558,-84.9571,0,2375.2
1e+14,81.0014,-79.5679,0,3949.19
1e+14,79.2372,-80.6624,0,3073.8
1e+14,78.6573,-85.1565,0,4470.19
1e+14,78.3885,-84.0483,0,1164.1
1e+14,79.8338,-79.4068,0,2366.11
1e+14,81.0804,-73.7127,0,77.5939
1e+14,79.8016,-89.2437,0,139.954
1e+14,78.5846,-73.4469,0,2836.94
1e+14,79.5198,-87.888,0,2168.25
1e+14,80.0878,-83.5554,0,3935.12
1e+14,80.7875,-86.8998,0,3588.01
1e+14,81.0677,-70.0483,0,1200.93
1e+14,79.1324,-73.214,0,2163.75
1e+14,78.6833,-77.2034,0,771.436
1e+14,80.178,-71.3158,0,3270.23
1e+14,78.4351,-88.7895,0,1175.11
1e+14,80.7162,-77.1972,0,1195.85
1e+14,79.1856,-86.4919,0,4198.33
1e+14,80.15,-76.0984,0,76.9159
1e+14,81.4519,-72.1878,0,1010.57
1e+14,79.0423,-77.3308,0,2313.68
1e+14,79.7923,-80.6878,0,2636.53
1e+14,78.693,-78.4415,0,2726.57
1e+14,80.8098,-75.1426,0,774.303
1e+14,79.4955,-72.608,0,2256.9
1e+14,78.8605,-70.9773,0,1710.64
1e+14,81.1494,-75.7898,0,3713.29
1e+14,81.0413,-74.77,0,2791.04
1e+14,80.0049,-82.6122,0,2610.07
1e+14,80.2461,-85.3094,0,1514.42
1e+14,80.2611,-72.4442,0,3753.37
1e+14,79.2356,-79.9759,0,91.709
1e+14,78.3342,-87.2419,0,3666.33
1e+14,79.5224,-84.256,0,3692.91
1e+14,80.2276,-87.9966,0,4821.97
1e+14,81.1354,-84.2982,0,3005.25
1e+14,78.9611,-86.3792,0,2669.48
1e+14,81.2048,-82.4336,0,3621.37
1e+14,78.7704,-73.2208,0,2021.52
1e+14,79.2067,-76.7786,0,1799.63
1e+14,81.2348,-81.2964,0,3038.87
1e+14,78.4443,-80.8737,0,473.92
1e+14,80.2759,-80.855,0,1339.79
1e+14,79.3655,-87.8913,0,60.7811
1e+14,80.6747,-85.2971,0,307.224
1e+14,79.4974,-83.9077,0,286.294
1e+14,78.6982,-71.0305,0,3351.61
1e+14,79.4674,-70.5754,0,117.909
1e+14,78.8669,-83.9068,0,2433.56
1e+14,80.845,-70.1066,0,1917.58
1e+14,81.0675,-88.6999,0,2170.77
1e+14,78.5504,-79.0354,0,2607.27
1e+14,78.8244,-72.9918,0,715.222
1e+14,79.2432,-72.7316,0,4066.24
1e+14,81.3168,-88.7831,0,2554.86
1e+14,79.2663,-88.1039,0,3305.25
1e+14,81.4917,-75.0025,0,1751.04
1e+14,79.4459,-79.091,0,806.013
1e+14,78.5109,-80.1979,0,1671.64
1e+14,80.8942,-83.9234,0,782.641
1e+14,79.2255,-79.0846,0,2299.72
1e+14,79.9054,-74.9213,0,3945.52
1e+14,80.6027,-86.7248,0,1867.88
1e+14,79.4161,-80.4213,0,1671.42
1e+14,79.8286,-80.7912,0,2177.8
1e+14,80.1432,-79.3323,0,3073.58
1e+14,81.6522,-71.7086,0,2984.17
1e+14,80.8341,-83.4,0,876.644
1e+14,81.4988,-78.4228,0,1695.71
1e+14,80.5116,-88.9532,0,4595.9
1e+14,79.9533,-71.1325,0,3450.79
1e+14,78.8872,-80.1667,0,1448.26
1e+14,80.2964,-74.5227,0,2255.78
1e+14,81.4267,-85.3176,0,1616.86
1e+14,81.1547,-80.103,0,4221.71
1e+14,78.3955,-84.3803,0,4806.63
1e+14,81.3468,-87.993,0,2469.78
1e+14,79.1648,-81.4767,0,3003.58
1e+14,80.3893,-85.9781,0,2902.55
1e+14,78.6451,-88.6628,0,4218.21
1e+14,80.5229,-86.2441,0,3466.91
1e+14,81.5227,-84.4767,0,1324.44
1e+14,81.6431,-70.542,0,2543.88
1e+14,78.7519,-85.4371,0,2475.79
1e+14,80.945,-82.6872,0,2264.17
1e+14,81.6357,-87.3426,0,1597.25
1e+14,80.6263,-80.7478,0,797.789
1e+14,79.4242,-79.9866,0,471.032
1e+14,79.5532,-78.4407,0,3633.71
1e+14,78.6068,-73.8551,0,4179.83
1e+14,79.9434,-85.3859,0,1982.06
1e+14,80.7262,-88.4111,0,2469.72
1e+14,81.267,-70.8175,0,1306.56
1e+14,80.0648,-82.6557,0,4896.92
1e+14,80.3964,-83.6112,0,3703.7
1e+14,80.5108,-74.2714,0,4083.61
1e+14,79.8287,-70.5077,0,2597.56
1e+14,79.3381,-71.405,0,1921.61
1e+14,78.9209,-76.9647,0,1693.99
1e+14,78.885,-74.3224,0,1147.49
1e+14,80.2215,-83.1966,0,3293.14
1e+14,81.5866,-84.0872,0,1188.49
1e+14,79.1381,-78.3041,0,4311.97
1e+14,78.8657,-88.2935,0,3454.86
1e+14,79.6858,-85.0753,0,193.195
1e+14,81.1247,-81.9579,0,2451.01
1e+14,80.5536,-74.9445,0,850.439
1e+14,80.5181,-77.9079,0,4240.69
1e+14,79.1207,-86.2203,0,3008.04
1e+14,79.7453,-81.0769,0,1284.11
1e+14,79.0183,-79.1179,0,2706.08
1e+14,80.2029,-82.3201,0,4076.44
1e+14,78.8194,-76.2562,0,4155.46
1e+14,78.7691,-84.0468,0,3107.08
1e+14,81.075,-70.7298,0,4067.6
1e+14,79.4819,-80.9828,0,3426.06
1e+14,80.7957,-84.71,0,3033.48
1e+14,79.4672,-70.8192,0,2322.94
1e+14,81.5605,-77.5111,0,2865.17
1e+14,80.1432,-76.6518,0,319.671
1e+14,80.7893,-84.0384,0,907.282
1e+14,79.7544,-70.6189,0,4071.35
1e+14,81.3353,-86.1059,0,4487.09
1e+14,80.5295,-83.3221,0,1961.28
1e+14,78.3883,-88.8163,0,3687.75
1e+14,81.6586,-80.3063,0,3614.27
1e+14,78.4541,-74.8687,0,622.37
1e+14,80.51,-73.1576,0,2741.91
1e+14,80.8172,-72.8584,0,2498.29
1e+14,81.3586,-79.4959,0,4751.56
1e+14,79.7052,-71.397,0,676.924
1e+14,79.2019,-82.7672,0,14.9523
1e+14,78.7734,-77.4833,0,550.405
1e+14,79.224,-77.4756,0,1922.79
1e+14,81.3749,-71.3292,0,4560.28
1e+14,80.2213,-81.3131,0,47.1727
1e+14,79.0533,-87.4125,0,270.487
1e+14,81.3507,-77.1817,0,1911.68
1e+14,79.6456,-75.409,0,4443.21
1e+14,78.8494,-83.6585,0,2540.95
1e+14,78.9592,-71.9654,0,570.651
1e+14,80.5933,-85.4929,0,1701.87
1e+14,81.0958,-79.3825,0,2637.84
1e+14,80.0544,-73.3385,0,2224.82
1e+14,79.6905,-72.6908,0,2600.53
1e+14,79.6869,-89.7763,0,3878.27
1e+14,79.1712,-73.1764,0,70.8786
1e+14,79.3883,-88.0131,0,3568.85
1e+14,79.8791,-70.0017,0,3358.86
1e+14,79.8413,-85.0256,0,2664.5
1e+14,80.2825,-74.2646,0,1404.35
1e+14,80.7854,-73.7411,0,1022.11
1e+14,79.1152,-84.3088,0,1042.49
1e+14,79.1682,-84.0852,0,2800.4
1e+14,78.4035,-71.4239,0,2602.79
1e+14,78.4051,-75.0166,0,2178.86
1e+14,80.9815,-88.0711,0,1672.16
1e+14,78.4636,-77.4112,0,4696.86
1e+14,79.7485,-77.6814,0,4835.02
1e+14,79.6809,-77.7676,0,4492
1e+14,78.4475,-79.5019,0,2460.59
1e+14,79.3865,-88.0829,0,523.09
1e+14,78.5955,-88.9291,0,370.702
1e+14,81.4287,-71.319,0,4859.56
1e+14,79.2743,-83.1899,0,2975.63
1e+14,78.5451,-70.9016,0,4402.35
1e+14,80.8525,-88.7331,0,1571.3
1e+14,79.0875,-82.051,0,3120.2
1e+14,79.9537,-72.9317,0,4715.74
1e+14,78.8541,-70.5267,0,1749.62
1e+14,78.3875,-87.8692,0,1804.91
1e+14,80.2482,-71.9048,0,3076.27
1e+14,79.8361,-85.01,0,1466.78
1e+14,79.792,-76.5486,0,1770.23
1e+14,80.5393,-80.865,0,4217.19
1e+14,80.1216,-76.3967,0,2912.34
1e+14,80.014,-71.5388,0,2540.76
1e+14,79.3635,-84.0511,0,4328.35
1e+14,80.4128,-73.8577,0,842.097
1e+14,78.7828,-88.2867,0,1104.34
1e+14,79.0409,-76.3866,0,3824.36
1e+14,80.9386,-72.7717,0,4935.38
1e+14,78.8199,-88.3646,0,3934.71
1e+14,79.6731,-84.6405,0,1588.45
1e+14,79.1068,-72.4916,0,4378.9
1e+14,81.3693,-72.1324,0,852.892
1e+14,81.4338,-71.7061,0,264.155
1e+14,80.408,-77.6141,0,1256.21
1e+14,79.4276,-77.456,0,2260.17
1e+14,81.0139,-75.8639,0,1577.26
1e+14,81.2601,-88.832,0,1210.17
1e+14,79.2673,-70.4697,0,2619.23
1e+14,79.2615,-76.2607,0,1543.19
1e+14,80.2138,-75.622,0,3955.37
1e+14,80.15,-88.9334,0,2796.02
1e+14,80.8973,-77.9921,0,1721.83
1e+14,78.5648,-87.9847,0,4415.15
1e+14,79.1023,-89.3415,0,2798.6
1e+14,79.6411,-89.6672,0,1764.56
1e+14,81.4976,-74.6156,0,3466.1
1e+14,80.7771,-75.5798,0,1572.18
1e+14,80.2621,-70.5591,0,227.756
1e+14,80.2512,-70.0015,0,742.421
1e+14,80.0175,-71.96,0,3615.01
1e+14,80.0031,-83.8919,0,4462.87
1e+14,79.532,-71.5471,0,4590.75
1e+14,80.0001,-71.8353,0,4494.7
1e+14,78.3567,-72.4229,0,3541.68
1e+14,79.132,-71.645,0,4691.27
1e+14,80.3982,-80.3302,0,3009.64
1e+14,78.457,-82.022,0,218.075
1e+14,78.7969,-80.8673,0,1665.72
1e+14,78.4965,-79.2907,0,3292.99
1e+14,78.9822,-78.1033,0,2956.86
1e+14,79.8774,-83.3148,0,2025.78
1e+14,80.0888,-82.121,0,4477.16
1e+14,80.5106,-86,0,752.262
1e+14,81.4728,-83.5954,0,1965.24
1e+14,80.632,-72.4668,0,676.114
1e+14,79.9886,-87.7385,0,27.8148
1e+14,79.3225,-78.9901,0,2094.16
1e+14,80.6205,-71.9063,0,851.933
1e+14,78.8363,-70.7814,0,71.7412
1e+14,78.3912,-75.8908,0,1867.68
1e+14,80.1772,-73.9956,0,3355.61
1e+14,79.9216,-88.0322,0,1326.67
1e+14,80.4206,-88.7545,0,3291.97
1e+14,78.5442,-85.2648,0,3354.87
1e+14,78.5495,-70.0657,0,1162.63
1e+14,81.0164,-82.7523,0,3819.48
1e+14,81.4355,-79.9535,0,3165.62
1e+14,81.3956,-86.182,0,2942.5
1e+14,79.8524,-85.4763,0,2129.31
1e+14,80.6404,-85.0792,0,2622.33
1e+14,79.5373,-78.5447,0,915.5
1e+14,78.5833,-78.4409,0,2144.96
1e+14,79.1984,-74.107,0,3610.78
1e+14,81.6062,-87.4756,0,3530.96
1e+14,80.5572,-74.9777,0,1855.68
1e+14,81.643,-77.8752,0,4786.1
1e+14,80.9061,-71.4377,0,406.608
1e+14,80.882,-82.5517,0,4202.64
1e+14,80.4447,-75.8922,0,931.646
1e+14,80.1676,-78.6578,0,2353.65
1e+14,80.6771,-78.4738,0,2127
1e+14,80.7121,-71.2372,0,246.241
1e+14,79.2721,-86.1511,0,1719.9
1e+14,79.879,-86.8389,0,2148.35
1e+14,79.1823,-77.4004,0,2038.21
1e+14,81.0065,-83.2293,0,537.217
1e+14,81.1972,-75.9558,0,3817.12
1e+14,78.9122,-73.2966,0,202.646
1e+14,80.1425,-89.2991,0,3709.33
1e+14,81.5009,-88.85,0,4973.81
1e+14,79.359,-76.6236,0,2084.04
1e+14,80.1067,-80.7493,0,4419.45
1e+14,80.5055,-79.4316,0,3957.77
1e+14,79.853,-87.2969,0,820.925
1e+14,78.7437,-70.0745,0,2709.32
1e+14,81.2108,-80.1585,0,1860.2
1e+14,79.6583,-75.7787,0,1489.38
1e+14,78.6401,-77.1557,0,4211.67
1e+14,78.4336,-83.3664,0,3724.05
1e+14,81.6353,-75.0498,0,2717.02
1e+14,80.0659,-74.357,0,2073.99
1e+14,81.1722,-89.8537,0,3158.76
1e+14,78.3697,-85.9265,0,4720.06
1e+14,80.8769,-89.3154,0,776.392
1e+14,78.9286,-78.8544,0,1678.52
1e+14,79.7539,-75.1934,0,1144.59
1e+14,79.7246,-71.2403,0,3749.75
1e+14,79.7747,-82.1702,0,3666.46
1e+14,78.6657,-77.4297,0,3766.32
1e+14,79.2597,-76.9578,0,2263.72
1e+14,80.7098,-79.9439,0,4949.94
1e+14,79.776,-86.3232,0,3335.64
1e+14,81.1557,-71.8998,0,3844.19
1e+14,80.2551,-75.3274,0,2413.75
1e+14,79.9255,-74.5333,0,502.314
1e+14,80.046,-82.2316,0,2250.7
1e+14,78.7685,-87.824,0,1060.61
1e+14,80.5946,-79.8279,0,3051.01
1e+14,79.0172,-88.5012,0,707.802
1e+14,80.7961,-75.8129,0,2494.72
1e+14,80.3998,-84.044,0,798.066
1e+14,81.5716,-74.9806,0,660.133
1e+14,81.3643,-78.4581,0,2881.21
1e+14,80.5301,-88.6069,0,1224.69
1e+14,78.8203,-81.533,0,3460.8
1e+14,80.713,-84.8081,0,1200.31
1e+14,81.1665,-85.9762,0,191.542
1e+14,79.2725,-78.0878,0,1920.41
1e+14,80.4464,-84.6488,0,2114.49
1e+14,81.2082,-87.0033,0,4577.81
1e+14,80.1877,-87.2167,0,1537.03
1e+14,81.1679,-71.5723,0,4556.69
1e+14,78.6777,-78.4692,0,3763.94
1e+14,79.4927,-77.1047,0,4358.7
1e+14,78.9786,-80.2688,0,2861.07
1e+14,78.7926,-76.5156,0,2923.82
1e+14,79.2379,-73.6181,0,3171.68
1e+14,79.1187,-77.1474,0,2770.34
1e+14,79.2404,-78.2253,0,3471.25
1e+14,80.7486,-70.1014,0,4226.73
1e+14,81.0095,-82.3139,0,3879.28
1e+14,79.2946,-73.7255,0,290.441
1e+14,79.6186,-78.6113,0,1425.12
1e+14,79.0032,-76.9185,0,2506.75
1e+14,81.2569,-88.7345,0,148.116
1e+14,79.7138,-76.266,0,2162.02
1e+14,81.2643,-83.0667,0,1663.56
1e+14,81.3111,-70.3559,0,1918.51
1e+14,79.5781,-84.2171,0,4776.69
1e+14,80.5316,-72.2066,0,3313.1
1e+14,81.3892,-87.3727,0,3358.1
1e+14,78.6845,-76.4883,0,4352.38
1e+14,80.557,-87.47,0,2585.13
1e+14,81.2925,-86.0428,0,289.429
1e+14,81.1937,-83.1132,0,2304.35
1e+14,80.9924,-80.6583,0,1631.7
1e+14,80.1072,-86.1584,0,1345.13
1e+14,81.1022,-75.5124,0,1525.8
1e+14,79.3953,-78.8672,0,3321.03
1e+14,80.2516,-84.1052,0,2185.57
1e+14,78.5847,-80.8184,0,3535.45
1e+14,81.1257,-79.2082,0,3854.3
1e+14,81.4485,-73.3036,0,4574.86
1e+14,80.6366,-85.1368,0,4220.47
1e+14,81.046,-80.9851,0,4021.48
1e+14,79.9032,-79.576,0,3380.28
1e+14,78.9565,-85.3776,0,4077.23
