mass,x,y,vx,vy
1e+14,112.254,84.5525,0,-2394.2
1e+14,89.6212,97.395,0,-3672.93
1e+14,104.379,101.98,0,-155.183
1e+14,112.195,102.018,0,-4966.64
1e+14,113.691,107.948,0,-4673.03
1e+14,91.7582,113.824,0,-107.173
1e+14,110.509,91.5093,0,-3950.08
1e+14,101.923,116.551,0,-1928.83
1e+14,101.005,88.3559,0,-4569.38
1e+14,101.485,90.029,0,-2178.42
1e+14,91.9613,94.2978,0,-46.1887
1e+14,112.44,104.593,0,-1998.24
1e+14,85.0209,112.362,0,-2539.43
1e+14,92.8695,91.0688,0,-3397.48
1e+14,85.7719,101.848,0,-1596.38
1e+14,112.706,108.749,0,-1591.56
1e+14,106.864,101.982,0,-4780.06
1e+14,83.5118,116.3,0,-4287.5
1e+14,83.4519,109.129,0,-824.36
1e+14,87.9018,98.8422,0,-2969.34
1e+14,94.9221,88.7416,0,-3551
1e+14,114.699,87.4454,0,-4586.76
1e+14,100.095,88.9668,0,-1749.12
1e+14,87.691,88.9066,0,-2125.05
1e+14,112.726,92.1936,0,-392.956
1e+14,93.165,90.5703,0,-2276.82
1e+14,112.254,114.464,0,-4659.33
1e+14,105.641,108.891,0,-2424.78
1e+14,108.756,100.741,0,-1279.75
1e+14,90.4735,87.6171,0,-18.5084
1e+14,91.52,109.899,0,-4606.78
1e+14,84.998,95.5663,0,-2868.17
1e+14,111.529,95.5201,0,-4973.48
1e+14,110.388,92.855,0,-3414.89
1e+14,114.169,110.858,0,-4481.15
1e+14,94.4347,96.6587,0,-1189.19
1e+14,98.1001,102.031,0,-3808.37
1e+14,101.324,86.4413,0,-2050.79
1e+14,114.351,89.4471,0,-289.442
1e+14,111.325,98.3353,0,-2997.81
1e+14,114.787,88.0542,0,-786.263
1e+14,102.118,97.1479,0,-1515.91
1e+14,112.908,106.518,0,-2175.25
1e+14,105.328,85.3058,0,-4427.52
1e+14,94.1813,105.147,0,-2577
1e+14,115.835,110.18,0,-3427.14
1e+14,116.198,107.743,0,-2683.7
1e+14,91.853,106.244,0,-2975.32
1e+14,100.155,97.2549,0,-2759.42
1e+14,91.8276,112.478,0,-1861.8
1e+14,99.1126,85.3639,0,-4021.68
1e+14,87.6045,101.522,0,-4128.97
1e+14,115.536,113.762,0,-193.957
1e+14,83.9174,99.1484,0,-2410.61
1e+14,116.099,103.095,0,-675.904
1e+14,113.116,104.158,0,-4561.16
1e+14,107.748,90.4313,0,-159.08
1e+14,87.7983,92.3037,0,-4282.48
1e+14,115.057,100.474,0,-4744.73
1e+14,98.21,115.662,0,-2147.15
1e+14,107.363,108.276,0,-3086.43
1e+14,88.0607,102.509,0,-1458.36
1e+14,113.665,107.227,0,-2040.79
1e+14,84.2664,99.561,0,-1724.59
1e+14,83.9237,105.337,0,-680.674
1e+14,94.297,83.373,0,-2040.02
1e+14,91.9879,107.079,0,-106.58
1e+14,90.6925,101.466,0,-4025.17
1e+14,113.115,91.1519,0,-4628.1
1e+14,84.3036,90.3537,0,-1076.94
1e+14,114.124,111.992,0,-3729.38
1e+14,104.313,96.663,0,-742.437
1e+14,114.769,89.7513,0,-4666.79
1e+14,96.3687,101.505,0,-123.577
1e+14,94.9582,96.2664,0,-695.647
1e+14,88.2235,105.441,0,-4942.03
1e+14,87.2183,111.217,0,-4571.94
1e+14,86.9361,101.008,0,-509.641
1e+14,99.0608,115.206,0,-3800.34
1e+14,105.521,95.6346,0,-3190.24
1e+14,86.781,94.9398,0,-2213.39
1e+14,107.487,92.5043,0,-404.214
1e+14,116.153,115.878,0,-458.733
1e+14,98.839,86.8358,0,-953.61
1e+14,101.85,98.1499,0,-4998.08
1e+14,94.864,112.513,0,-3213.65
1e+14,113.685,96.3198,0,-3901.62
1e+14,84.1539,107.794,0,-4613.26
1e+14,107.072,89.4437,0,-2092.49
1e+14,96.0234,98.3074,0,-4627.35
1e+14,113.348,113.194,0,-297.168
1e+14,106.171,89.8681,0,-1357.97
1e+14,91.9616,98.5295,0,-4429.18
1e+14,101.571,96.7197,0,-370.544
1e+14,109.586,116.053,0,-2626.22
1e+14,88.4361,112.851,0,-2720.34
1e+14,100.871,104.811,0,-532.375
1e+14,86.0783,84.3104,0,-562.588
1e+14,102.607,114.824,0,-3350.86
1e+14,84.8449,87.639,0,-527.175
1e+14,103.798,98.2337,0,-4774.98
1e+14,113.318,106.158,0,-4527.85
1e+14,95.3432,99.2147,0,-3178.84
1e+14,89.6998,84.8413,0,-2658.77
1e+14,109.674,89.9737,0,-1670.37
1e+14,108.272,94.1925,0,-797.509
1e+14,110.999,101.339,0,-1481.77
1e+14,102.592,91.8272,0,-3201.81
1e+14,106.731,102.077,0,-3393.14
1e+14,116.034,85.1227,0,-2571.84
1e+14,84.2182,88.6484,0,-975.197
1e+14,83.7558,83.7046,0,-4585
1e+14,105.319,89.1592,0,-929.868
1e+14,110.729,96.6776,0,-2197.54
1e+14,104.722,99.8551,0,-1581.97
1e+14,99.8514,102.313,0,-2306.33
1e+14,86.4954,95.6541,0,-4330.07
1e+14,95.5171,89.1829,0,-1352.82
1e+14,111.843,86.1256,0,-1987.52
1e+14,102.138,104.833,0,-4490.56
1e+14,95.4652,84.0045,0,-2239.35
1e+14,87.9194,95.2696,0,-2116.72
1e+14,99.116,109.858,0,-1817.54
1e+14,96.0626,90.9054,0,-748.016
1e+14,101.804,85.2572,0,-4442.36
1e+14,91.844,89.1744,0,-147.931
1e+14,97.1024,100.876,0,-615.938
1e+14,98.8936,103.937,0,-1695.56
1e+14,88.3631,84.7721,0,-1800.19
1e+14,88.7492,108.08,0,-2205.38
1e+14,88.5774,86.6,0,-2282.43
1e+14,111.46,113.888,0,-484.573
1e+14,87.7998,83.8389,0,-573.61
1e+14,109.489,109.89,0,-4600.7
1e+14,114.99,101.499,0,-4995.52
1e+14,94.3353,92.7758,0,-376.429
1e+14,84.2301,89.2615,0,-53.5571
1e+14,89.7928,113.915,0,-145.83
1e+14,112.176,115.572,0,-1655.52
1e+14,92.8571,115.189,0,-4696.34
1e+14,87.2736,106.873,0,-977.307
1e+14,113.494,89.7123,0,-169.841
1e+14,113.846,109.583,0,-1798.63
1e+14,99.5842,111.226,0,-1079.75
1e+14,92.8316,87.1578,0,-4785.59
1e+14,101.784,87.7965,0,-1659.29
1e+14,90.5996,107.508,0,-1886.48
1e+14,103.424,84.9006,0,-1658.42
1e+14,116.093,113.181,0,-1179.27
1e+14,90.9981,104.874,0,-2463.92
1e+14,113.872,115.222,0,-370.356
1e+14,112.42,110.656,0,-1898.87
1e+14,98.7723,99.6974,0,-1367.13
1e+14,100.652,86.3445,0,-4547.66
1e+14,99.5703,112.011,0,-1420.09
1e+14,105.944,101.751,0,-3233.08
1e+14,98.6333,95.8274,0,-2426.8
1e+14,106.155,107.968,0,-3266.1
1e+14,109.033,90.4544,0,-229.003
1e+14,85.5824,84.143,0,-2591.2
1e+14,84.532,96.7159,0,-1236.1
1e+14,91.6196,83.792,0,-3180.89
1e+14,85.3152,92.2936,0,-1222.13
1e+14,103.056,100.408,0,-4266.85
1e+14,97.2967,98.6918,0,-2094.19
1e+14,111.292,110.099,0,-4513.25
1e+14,95.8737,83.4189,0,-1551.85
1e+14,108.979,84.0795,0,-762.709
1e+14,97.6436,95.5716,0,-1012.21
1e+14,100.246,107.561,0,-3205.36
1e+14,103.141,92.3026,0,-4019.93
1e+14,100.833,96.5075,0,-1872.89
1e+14,89.7171,109.138,0,-2774.5
1e+14,100.606,112.145,0,-299.732
1e+14,93.5952,87.571,0,-573.662
1e+14,106.578,90.6957,0,-3461.86
1e+14,84.8615,100.821,0,-887.144
1e+14,101.091,109.398,0,-3224.71
1e+14,114.069,89.9093,0,-4227.08
1e+14,99.4526,100.033,0,-3396.94
1e+14,98.1325,112.249,0,-1731.55
1e+14,114.717,85.7269,0,-1950.96
1e+14,107.189,97.633,0,-4210.96
1e+14,107.152,103.903,0,-170.082
1e+14,106.421,83.8978,0,-1543.91
1e+14,113.723,113.195,0,-3046.03
1e+14,95.0244,109.123,0,-3402.26
1e+14,101.737,86.758,0,-1136.89
1e+14,87.293,100.838,0,-3659.52
1e+14,93.9873,110.409,0,-4084.11
1e+14,91.157,109.16,0,-23.5719
1e+14,84.7034,110.176,0,-871.375
1e+14,116.256,113.803,0,-647.643
1e+14,93.5669,112.588,0,-1817.19
1e+14,94.3872,98.9009,0,-3549.81
1e+14,111.211,94.8285,0,-1677.53
1e+14,112.911,99.7198,0,-4880.37
1e+14,83.8009,108.688,0,-1147.15
1e+14,111.04,110.977,0,-1015.9
1e+14,94.9547,103.624,0,-4957.86
1e+14,110.345,93.588,0,-3307.49
1e+14,85.3097,100.842,0,-2397.83
1e+14,88.1998,106.95,0,-1408.68
1e+14,92.5378,115.685,0,-4318.82
1e+14,99.456,90.2762,0,-4380.76
1e+14,115.566,86.6829,0,-3285.53
1e+14,109.774,103.987,0,-4495.98
1e+14,111.004,83.6925,0,-3929.26
1e+14,109.968,101.75,0,-473.552
1e+14,86.0335,98.8536,0,-209.163
1e+14,91.0843,86.7664,0,-2457.97
1e+14,110.954,110.234,0,-4901.78
1e+14,104.041,89.3023,0,-2685.67
1e+14,109.996,105.905,0,-3050.46
1e+14,101.395,108.328,0,-4982.61
1e+14,84.7671,114.038,0,-3480.41
1e+14,106.545,108.189,0,-3784.94
1e+14,111.272,107.281,0,-1474.93
1e+14,107.973,104.359,0,-3305.69
1e+14,111.704,100.965,0,-2592.92
1e+14,92.4301,105.352,0,-1455.43
1e+14,113.022,92.9157,0,-4710.8
1e+14,102.224,103.985,0,-2666.32
1e+14,88.8569,85.3309,0,-4582.07
1e+14,88.4625,88.5847,0,-964.525
1e+14,94.0248,108.286,0,-4041.86
1e+14,103.441,103.96,0,-2615.46
1e+14,89.2767,106.684,0,-1045.45
1e+14,115.5,115.995,0,-3064.78
1e+14,90.9626,108.092,0,-2910.17
1e+14,101.254,104.307,0,-3645.66
1e+14,116.606,98.3157,0,-850.24
1e+14,113.727,109.378,0,-1227.74
1e+14,99.8573,101.764,0,-4218.03
1e+14,105.552,108.745,0,-3904.23
1e+14,98.4604,89.8256,0,-337.197
1e+14,99.202,88.8903,0,-2264.08
1e+14,111.253,97.9161,0,-4377.89
1e+14,104.475,103.998,0,-3929.21
1e+14,109.541,96.2853,0,-1467.48
1e+14,101.809,99.3915,0,-2466.99
1e+14,112.311,84.8664,0,-3512.78
1e+14,108.867,98.903,0,-4942.81
1e+14,90.8467,93.6662,0,-1962.05
1e+14,113.538,103.865,0,-4622.45
1e+14,104.028,105.483,0,-1612.91
1e+14,99.5248,113.128,0,-4353.09
1e+14,86.8245,92.7252,0,-4378.86
1e+14,100.259,113.383,0,-2472.04
1e+14,106.747,100.04,0,-2313.53
1e+14,113.592,102.483,0,-4079.52
1e+14,111.532,92.5749,0,-3126.63
1e+14,106.694,109.697,0,-3542.48
1e+14,91.3018,110.085,0,-116.689
1e+14,91.1747,106.081,0,-3484.93
1e+14,100.927,105.449,0,-4143.07
1e+14,113.944,85.7787,0,-4450.8
1e+14,92.2128,88.0006,0,-4964.97
1e+14,107.047,99.7488,0,-1419.86
1e+14,102.35,94.26,0,-4125.53
1e+14,104.395,106.614,0,-1728.04
1e+14,103.275,114.354,0,-949.782
1e+14,104.691,103.297,0,-460.416
1e+14,111.094,85.1029,0,-3341.42
1e+14,109.791,94.4369,0,-1207.47
1e+14,109.04,103.127,0,-2569.1
1e+14,90.9368,107.434,0,-156.253
1e+14,97.1247,107.867,0,-3766.11
1e+14,115.66,90.0684,0,-4565.35
1e+14,96.449,84.8989,0,-4370.92
1e+14,96.8185,95.9084,0,-1875.23
1e+14,90.9011,108.775,0,-2410.37
1e+14,114.789,100.119,0,-3654.12
1e+14,91.5368,91.7248,0,-1887.68
1e+14,114.863,95.0869,0,-284.687
1e+14,88.0365,96.0744,0,-1223.34
1e+14,104.77,97.0992,0,-817.113
1e+14,93.8442,106.778,0,-4447.65
1e+14,103.887,94.6806,0,-1407.04
1e+14,108.246,89.5979,0,-2071.98
1e+14,87.7671,101.126,0,-3391.48
1e+14,113.105,89.9409,0,-4956.53
1e+14,115.314,89.3839,0,-2982.08
1e+14,114.521,92.4293,0,-3832.31
1e+14,115.263,84.7936,0,-1361.32
1e+14,95.0771,94.8198,0,-1392.38
1e+14,96.7072,91.1042,0,-2975.07
1e+14,100.144,94.9802,0,-706.403
1e+14,102.742,114.288,0,-2369.13
1e+14,109.623,105.771,0,-3664.48
1e+14,115.505,98.2217,0,-1090.61
1e+14,107.159,90.64,0,-4229.7
1e+14,85.4864,102.492,0,-509.628
1e+14,108.435,95.6216,0,-4306.47
1e+14,91.2902,113.927,0,-4409.25
1e+14,83.8336,90.905,0,-2962.76
1e+14,85.0056,88.597,0,-3420.32
1e+14,98.0205,96.6401,0,-27.2031
1e+14,110.813,105.425,0,-2059.51
1e+14,88.6516,100.043,0,-150.282
1e+14,89.8836,107.739,0,-1035.64
1e+14,86.0954,106.039,0,-3657.13
1e+14,95.7254,89.9773,0,-2032.6
1e+14,115.062,109.209,0,-4836.07
1e+14,110.273,85.8717,0,-4639.38
1e+14,107.115,86.6915,0,-4323.41
1e+14,112.043,109.922,0,-1198.27
1e+14,94.7799,98.7253,0,-1985.58
1e+14,86.5944,92.1136,0,-3782.98
1e+14,84.4056,105.635,0,-568.82
1e+14,107.253,103.501,0,-4433.78
1e+14,91.6715,89.1634,0,-2646.89
1e+14,114.17,96.5196,0,-2782.75
1e+14,107.072,89.1505,0,-3178.65
1e+14,86.0106,114.216,0,-384.983
1e+14,109.678,83.9228,0,-1145.29
1e+14,88.5328,103.374,0,-1138.26
1e+14,97.8282,98.3612,0,-4147.51
1e+14,98.5413,83.9524,0,-1075.28
1e+14,87.8275,84.0799,0,-766.685
1e+14,113.295,115.1,0,-2066.97
1e+14,107.184,101.758,0,-483.642
1e+14,107.127,84.1467,0,-4222.86
1e+14,97.9993,108.137,0,-434.474
1e+14,84.9394,109.302,0,-1974.19
1e+14,105.956,95.3753,0,-2994.79
1e+14,115.784,84.8029,0,-3500.91
1e+14,115.792,90.205,0,-4820.31
1e+14,112.804,94.8769,0,-3798.98
1e+14,95.9802,105.774,0,-1883.26
1e+14,90.2677,95.1757,0,-3165.41
1e+14,111.157,107.544,0,-189.455
1e+14,107.74,92.9716,0,-2431.35
1e+14,104.255,107.741,0,-3643.61
1e+14,105.629,98.6885,0,-2153.17
1e+14,109.892,83.7675,0,-1046.53
1e+14,107.522,87.2392,0,-4666.13
1e+14,112.793,107.828,0,-1956
1e+14,96.1938,95.4407,0,-1543.52
1e+14,94.909,101.787,0,-3274.63
1e+14,84.2965,105.291,0,-3756.78
1e+14,92.3702,98.6616,0,-153.588
1e+14,111.639,110.413,0,-3318.81
1e+14,86.6712,115.758,0,-34.2417
1e+14,84.1003,107.512,0,-2961.87
1e+14,99.3561,111.378,0,-181.02
1e+14,97.499,98.4846,0,-2826.92
1e+14,101.145,115.635,0,-2169.2
1e+14,103.354,106.238,0,-3546.32
1e+14,96.7233,94.5365,0,-4922.18
1e+14,97.6609,86.4764,0,-3689.66
1e+14,90.8048,89.8562,0,-3854.71
1e+14,112.937,99.5132,0,-4432.94
1e+14,101.688,109.001,0,-130.169
1e+14,109.698,85.8923,0,-4019.99
1e+14,94.0033,113.381,0,-1237.67
1e+14,100.56,83.407,0,-2185.85
1e+14,90.6677,84.6187,0,-686.089
1e+14,87.6311,116.447,0,-434.976
1e+14,87.42,101.573,0,-1450.92
1e+14,84.9327,96.7918,0,-3241.22
1e+14,100.152,114.764,0,-4512.26
1e+14,109.612,115.711,0,-2877.01
1e+14,109.165,96.5613,0,-4705.12
1e+14,104.236,97.6198,0,-3341.65
1e+14,110.656,92.7243,0,-1794.14
1e+14,89.6056,101.244,0,-123.814
1e+14,96.8678,89.9452,0,-3927.95
1e+14,103.127,95.1926,0,-3812.87
1e+14,105.11,87.9864,0,-2870.13
1e+14,86.5873,105.504,0,-700.035
1e+14,113.561,111.66,0,-3870.68
1e+14,88.875,89.4696,0,-3453.07
1e+14,90.5804,84.343,0,-4858.46
1e+14,115.874,98.1399,0,-536.972
1e+14,115.899,86.4942,0,-3119.53
1e+14,107.714,90.4406,0,-3757.88
1e+14,108.959,104.945,0,-2872.84
1e+14,115.047,100.899,0,-4852.13
1e+14,92.9604,85.1018,0,-4735.02
1e+14,92.1258,92.4088,0,-3433.77
1e+14,106.555,101.591,0,-4669.1
1e+14,103.937,100.483,0,-2309.04
1e+14,96.7662,116.138,0,-3930.33
1e+14,98.8007,109.597,0,-1291.86
1e+14,105.133,96.3943,0,-973.896
1e+14,101.997,101.797,0,-2451.53
1e+14,115.787,99.8018,0,-1727.25
1e+14,106.833,114.671,0,-2877.28
1e+14,109.856,88.7073,0,-4737.85
1e+14,102.888,97.3987,0,-3030.76
1e+14,114.034,110.402,0,-4562.36
1e+14,100.381,106.402,0,-545.461
1e+14,115.069,101.884,0,-1596.05
1e+14,83.389,85.0774,0,-1947.7
1e+14,111.564,92.0653,0,-1831.63
1e+14,111.872,103.914,0,-3615.71
1e+14,90.1173,100.883,0,-4430.36
1e+14,108.752,94.7631,0,-2677.09
1e+14,95.2062,97.0926,0,-4956.08
1e+14,112.353,108.438,0,-2782.14
1e+14,89.0924,109.44,0,-4522.87
1e+14,88.7631,108.511,0,-30.9879
1e+14,112.825,115.66,0,-3665.4
1e+14,92.9383,113.454,0,-3193.7
1e+14,89.6197,105.676,0,-1741.89
1e+14,86.5561,114.286,0,-1628.52
1e+14,116.541,110.633,0,-4113.76
1e+14,96.5862,91.4985,0,-4384.9
1e+14,89.304,99.3858,0,-4667.16
1e+14,111.367,103.534,0,-3978.35
1e+14,93.1055,90.2729,0,-1196.31
1e+14,114.484,106.011,0,-4934.83
1e+14,109.917,114.94,0,-2098.47
1e+14,109.281,111.236,0,-2558.99
1e+14,111.307,103.938,0,-2827.05
1e+14,97.573,110.205,0,-4339.69
1e+14,104.171,93.9251,0,-0.185966
1e+14,108.733,107.252,0,-2319.5
1e+14,103.154,115.384,0,-4635.45
1e+14,107.523,98.7145,0,-2209.12
1e+14,106.503,95.9395,0,-1719.43
1e+14,108.118,107.158,0,-705.88
1e+14,101.942,113.001,0,-4386.14
1e+14,103.228,94.3798,0,-4286.19
1e+14,112.935,96.0751,0,-3770.72
1e+14,98.9759,87.221,0,-2558.6
1e+14,85.1898,84.8008,0,-981.75
1e+14,87.7701,85.6123,0,-4539.81
1e+14,108.011,109.158,0,-261.718
1e+14,106.522,107.897,0,-645.474
1e+14,85.1397,109.687,0,-1195.05
1e+14,104.651,101.995,0,-3715.61
1e+14,88.7725,99.6068,0,-1062.4
1e+14,112.309,108.578,0,-1186.97
1e+14,102.39,97.654,0,-3170.28
1e+14,100.019,89.2901,0,-3014.67
1e+14,95.2148,108.572,0,-2272.67
1e+14,87.2703,85.5138,0,-3940.06
1e+14,108.674,86.9504,0,-1998.8
1e+14,101.996,115.926,0,-3869.69
1e+14,95.1545,94.6848,0,-2928.94
1e+14,106.046,113.062,0,-2567.88
1e+14,97.6221,101.592,0,-1790.16
1e+14,93.6215,96.6968,0,-1256.12
1e+14,100.105,100.714,0,-4951.36
1e+14,111.085,106.639,0,-2303.16
1e+14,115.818,111.454,0,-4642.11
1e+14,107.014,83.8392,0,-3204.53
1e+14,87.5795,115.977,0,-425.753
1e+14,110.471,86.0147,0,-892.43
1e+14,100.458,102.29,0,-4819.87
1e+14,109.49,101.754,0,-378.647
1e+14,87.0721,86.7516,0,-512.617
1e+14,95.9635,92.5237,0,-2649.9
1e+14,102.915,90.999,0,-4374.25
1e+14,86.7248,84.3084,0,-556.644
1e+14,105.705,89.3042,0,-3083.44
1e+14,111.527,106.333,0,-2935.64
1e+14,105.7,96.5237,0,-2101.7
1e+14,111.18,103.505,0,-3494.63
1e+14,107.074,88.8711,0,-4417.12
1e+14,109.528,110.516,0,-889.149
1e+14,95.2384,105.488,0,-4517.87
1e+14,95.6398,85.351,0,-3725.05
1e+14,100.934,97.404,0,-1548.62
1e+14,88.4108,86.4156,0,-2853.02
1e+14,100.347,101.739,0,-612.992
1e+14,90.2262,97.6401,0,-2292.86
1e+14,112.675,103.003,0,-3076.66
1e+14,111.647,112.159,0,-3872.75
1e+14,106.356,90.4661,0,-187.032
1e+14,95.5795,104.262,0,-2054.31
1e+14,103.72,114.436,0,-3229.49
1e+14,96.4116,89.4782,0,-2107.87
1e+14,85.3379,107.475,0,-1424.72
1e+14,103.019,109.768,0,-2254
1e+14,101.4,102.381,0,-3793.52
1e+14,104.313,114.179,0,-4155
1e+14,86.0392,93.9247,0,-2670.94
1e+14,98.5891,87.8656,0,-1407.88
1e+14,91.6356,86.2775,0,-1068.08
1e+14,113.108,102.412,0,-2452.22
1e+14,104.356,85.146,0,-3690.91
1e+14,95.0552,92.4168,0,-4862.36
1e+14,98.7407,101.77,0,-4907.62
1e+14,98.003,102.604,0,-4031.19
1e+14,86.2725,114.456,0,-3485.18
1e+14,87.8824,106.751,0,-1039.19
1e+14,114.489,86.9312,0,-2501.02
1e+14,115.586,115.448,0,-369.479
1e+14,115.892,91.0071,0,-1595.16
1e+14,95.2322,100.999,0,-905.086
1e+14,84.5437,93.3047,0,-1546.69
1e+14,98.7332,109.437,0,-3232.12
1e+14,103.359,95.0312,0,-4610.76
1e+14,90.972,99.8332,0,-930.038
1e+14,95.9495,89.9956,0,-1974.29
1e+14,101.628,92.3249,0,-829.877
1e+14,98.1503,111.687,0,-3268.41
1e+14,108.425,100.928,0,-4947.86
1e+14,114.853,97.5886,0,-1041.81
1e+14,111.546,112.061,0,-3357.48
1e+14,112.738,95.5021,0,-2636.66
1e+14,96.3416,113.219,0,-3079.79
1e+14,95.322,109.709,0,-3140.47
1e+14,104.117,102.303,0,-74.8568
1e+14,111.64,92.224,0,-2392.41
1e+14,116.303,103.763,0,-3877.25
1e+14,103.459,105.511,0,-3652.53
1e+14,104.568,108.799,0,-665.091
1e+14,101.512,116.429,0,-4304.92
1e+14,116.076,85.5089,0,-1724.28
1e+14,99.3445,115.523,0,-4655.05
1e+14,98.7505,99.7349,0,-881.616
1e+14,92.2782,86.0762,0,-4160.25
1e+14,109.535,89.7149,0,-4932.41
1e+14,83.404,103.653,0,-3246.27
1e+14,114.898,86.1682,0,-3111.19
1e+14,109.592,108.188,0,-1786.99
1e+14,84.6776,110.376,0,-4381.22
1e+14,102.031,97.9492,0,-222.396
1e+14,112.443,98.4689,0,-2217.19
1e+14,95.9249,110.233,0,-2411.91
1e+14,88.1485,112.538,0,-4861.41
1e+14,96.3353,107.86,0,-2270.6
1e+14,111.288,113.012,0,-3227.18
1e+14,101.586,86.1109,0,-528.514
1e+14,100.781,91.9691,0,-2475.31
1e+14,115.788,87.2412,0,-1214.66
1e+14,101.146,97.1848,0,-2016.88
1e+14,104.662,87.861,0,-358.077
1e+14,91.4079,92.6165,0,-4440.48
1e+14,115.636,91.9566,0,-3244.47
1e+14,98.2529,103.322,0,-4739.82
1e+14,114.262,97.0375,0,-1300.33
1e+14,107.996,83.8772,0,-3847.72
1e+14,109.442,88.226,0,-1102.45
1e+14,105.085,102.29,0,-4769.93
1e+14,90.193,107.764,0,-1254.3
1e+14,111.488,108.409,0,-1582.63
1e+14,94.4892,113.046,0,-1236.79
1e+14,90.4479,90.3376,0,-2488.91
1e+14,107.395,94.6753,0,-3114.39
1e+14,116.031,98.048,0,-3589.57
1e+14,102.486,109.121,0,-1395.72
1e+14,90.0444,109.105,0,-1666.63
1e+14,114.022,100.117,0,-1877.17
1e+14,100.994,106.935,0,-3140.22
1e+14,99.7129,107.538,0,-2135.27
1e+14,105.383,102.064,0,-84.9829
1e+14,102.221,100.137,0,-1491.21
1e+14,100.572,114.996,0,-2465.79
1e+14,116.528,87.4539,0,-2711.96
1e+14,103.35,104.786,0,-3073.01
1e+14,109.494,92.7616,0,-4447.49
1e+14,101.959,89.3488,0,-4095.19
1e+14,109.367,105.475,0,-234.956
1e+14,84.6789,98.7313,0,-4460.65
1e+14,85.8733,106.438,0,-4165.55
1e+14,106.738,104.979,0,-3230.11
1e+14,107.411,93.4989,0,-4686.06
1e+14,96.0932,105.77,0,-2840
1e+14,86.1158,115.016,0,-3551.22
1e+14,111.681,93.3574,0,-3314.65
1e+14,99.884,116.436,0,-1178.23
1e+14,88.4242,112.734,0,-4175.98
1e+14,108.358,104.397,0,-238.219
1e+14,87.2675,105.625,0,-3789.53
1e+14,98.5616,91.3523,0,-3461.19
1e+14,115.978,102.792,0,-1319.09
1e+14,111.174,109.504,0,-519.377
1e+14,107.109,88.0015,0,-1334.18
1e+14,112.637,95.6687,0,-3787.37
1e+14,100.704,102.584,0,-3083.69
1e+14,104.203,110.342,0,-2959.67
1e+14,111.915,88.0185,0,-224.269
1e+14,92.9327,86.0426,0,-1632.44
1e+14,84.7232,110.035,0,-298.4
1e+14,110.532,105.068,0,-1358.9
1e+14,98.2357,114.406,0,-4748.45
1e+14,114.869,106.362,0,-4871.47
1e+14,109.694,98.9384,0,-2521.8
1e+14,107.113,112.354,0,-1168.18
1e+14,86.119,101.529,0,-2623.63
1e+14,116.512,87.6705,0,-3205.21
1e+14,94.2217,84.6035,0,-4184.96
1e+14,107.502,84.2951,0,-2038.65
1e+14,109.273,113.924,0,-4730.7
1e+14,92.411,85.1054,0,-1413.18
1e+14,107.737,100.699,0,-2470.91
1e+14,99.8407,90.0389,0,-269.678
1e+14,93.8228,113.525,0,-4962.61
1e+14,108.542,100.684,0,-3490.74
1e+14,102.727,92.3785,0,-1131.84
1e+14,102.13,90.6217,0,-3435.64
1e+14,89.1031,89.4108,0,-4420.53
1e+14,110.95,97.6195,0,-1612.07
